value,entry_index,width,count
26,152,2,2
26,152,4,1
26,153,2,2
26,153,4,1
26,154,2,2
26,154,4,1
26,155,2,2
26,155,4,1
26,156,2,2
26,156,4,1
26,157,2,2
26,157,4,1
26,158,2,2
26,158,4,1
26,159,2,2
26,159,4,1
26,160,2,2
26,160,4,1
26,161,2,8
26,161,4,7
26,162,2,2
26,162,4,1
26,163,2,2
26,163,4,1
26,164,2,4
26,164,4,3
26,165,2,2
26,165,4,1
26,166,2,2
26,166,4,1
26,167,2,2
26,167,4,1
26,168,2,4
26,168,4,3
26,169,2,2
26,169,4,1
26,170,2,2
26,170,4,1
26,171,2,2
26,171,4,1
26,172,2,2
26,172,4,1
26,173,2,2
26,173,4,1
26,174,2,2
26,174,4,1
26,175,2,2
26,175,4,1
26,176,2,2
26,176,4,1
26,177,2,2
26,177,4,1
26,178,2,2
26,178,4,1
26,179,2,2
26,179,4,1
26,180,2,2
26,180,4,1
26,181,2,2
26,181,4,1
26,182,2,2
26,182,4,1
26,187,2,1
26,187,4,1
26,199,2,1
26,199,4,1
26,204,2,3
26,204,4,1
26,206,2,2
26,206,4,1
26,207,2,21
26,207,4,16
26,208,2,4
26,208,4,2
26,209,2,6
26,209,4,3
26,210,2,3
26,210,4,2
26,211,2,2
26,211,4,1
26,212,2,19
26,212,4,17
26,213,2,1
26,213,4,1
26,214,2,2
26,214,4,1
26,215,2,15
26,215,4,14
26,216,2,5
26,216,4,3
26,217,2,5
26,217,4,4
26,218,2,9
26,218,4,5
26,219,2,6
26,219,4,3
26,220,2,7
26,220,4,6
26,221,2,10
26,221,4,8
26,222,2,9
26,222,4,7
26,223,2,9
26,223,4,2
26,224,2,13
26,224,4,12
26,225,2,11
26,225,4,9
26,226,2,10
26,226,4,3
26,227,2,2
26,227,4,1
26,228,2,4
26,228,4,3
26,229,2,2
26,229,4,1
26,230,2,2
26,230,4,1
26,231,2,5
26,231,4,3
26,232,2,3
26,232,4,2
26,233,2,3
26,233,4,2
26,234,2,17
26,234,4,14
26,235,2,19
26,235,4,18
26,236,2,2
26,236,4,1
26,237,2,5
26,237,4,1
26,238,2,1
26,239,2,5
26,239,4,3
26,240,2,6
26,240,4,4
26,242,2,22
26,242,4,21
26,243,2,7
26,243,4,3
26,244,2,8
26,244,4,7
26,245,2,4
26,245,4,3
26,246,2,4
26,246,4,3
26,247,2,45
26,247,4,41
26,248,2,8
26,248,4,5
26,250,2,3
26,250,4,1
26,251,2,10
26,251,4,1
26,252,2,5
26,252,4,4
26,254,2,4
26,254,4,3
26,255,2,8
26,255,4,4
26,258,2,16
26,258,4,15
26,263,2,7
26,263,4,6
26,264,2,3
26,264,4,2
26,265,2,1
26,265,4,1
26,271,2,2
26,275,2,1
26,278,2,1
26,278,4,1
26,284,2,1
26,285,2,1
26,285,4,1
26,286,2,2
26,288,2,2
26,293,2,1
26,293,4,1
26,295,2,1
26,305,2,1
26,305,4,1
26,330,2,1
26,330,4,1
26,333,2,1
26,338,2,1
26,338,4,1
26,370,2,1
26,370,4,1
26,377,2,1
26,467,2,1
26,467,4,1
26,473,2,2
26,477,2,1
26,505,2,1
26,541,2,1
26,541,4,1
26,551,2,1
26,551,4,1
26,574,2,1
26,574,4,1
26,598,2,1
26,644,2,5
26,644,4,5
26,833,2,1
26,833,4,1
26,850,2,1
26,850,4,1
26,980,2,4
26,980,4,4
26,1049,2,2
26,1049,4,2
26,1082,2,3
26,1082,4,3
26,1083,2,3
26,1083,4,3
26,1090,2,4
26,1090,4,4
26,1110,2,4
26,1110,4,4
26,1131,2,1
26,1131,4,1
26,1136,2,3
26,1136,4,3
26,1141,2,1
26,1141,4,1
26,1159,2,2
26,1159,4,2
26,1160,2,1
26,1160,4,1
26,1162,2,2
26,1162,4,2
26,1261,2,1
26,1261,4,1
26,1271,2,1
26,1271,4,1
26,1291,2,1
26,1291,4,1
26,1329,2,1
26,1329,4,1
26,1380,2,4
26,1380,4,4
26,1469,2,2
26,1469,4,2
26,1479,2,1
26,1479,4,1
26,1559,2,1
26,1559,4,1
26,1599,2,1
26,1599,4,1
26,1719,2,1
26,1719,4,1
26,1959,2,1
26,1959,4,1
26,2010,2,4
26,2010,4,4
26,2061,2,1
26,2061,4,1
26,2249,2,11
26,2253,2,3
26,2254,2,2
26,2255,2,8
26,2256,2,6
26,2257,2,5
26,2263,2,1
26,2264,2,1
26,2265,2,4
26,2266,2,16
26,2267,2,10
26,2269,2,1
26,2270,2,9
26,2271,2,1
26,2295,2,1
26,2295,4,1
26,2303,2,1
26,2304,2,3
26,2305,2,1
26,2306,2,1
26,2308,2,1
26,2313,2,1
26,2316,2,2
26,2317,2,1
26,2319,2,3
26,2321,2,1
26,2326,2,10
26,2326,4,10
26,2327,2,10
26,2327,4,10
26,2328,2,10
26,2328,4,10
26,2329,2,10
26,2329,4,10
26,2330,2,10
26,2330,4,10
26,2331,2,18
26,2331,4,18
26,2332,2,11
26,2332,4,11
26,2333,2,11
26,2333,4,11
26,2334,2,10
26,2334,4,10
26,2335,2,11
26,2335,4,11
26,2336,2,11
26,2336,4,11
26,2337,2,10
26,2337,4,10
26,2338,2,12
26,2338,4,12
26,2339,2,10
26,2339,4,10
26,2340,2,17
26,2340,4,17
26,2341,2,10
26,2341,4,10
26,2342,2,10
26,2342,4,10
26,2343,2,18
26,2343,4,18
26,2344,2,14
26,2344,4,14
26,2345,2,11
26,2345,4,11
26,2346,2,10
26,2346,4,10
26,2347,2,4
26,2347,4,4
26,2348,2,10
26,2348,4,10
26,2349,2,10
26,2349,4,10
26,2350,2,10
26,2350,4,10
26,2353,2,52
26,2353,4,51
26,2354,2,55
26,2354,4,51
26,2355,2,52
26,2355,4,48
26,2356,2,41
26,2356,4,39
26,2357,2,50
26,2357,4,49
26,2358,2,53
26,2358,4,52
26,2360,2,63
26,2360,4,61
26,2361,2,102
26,2361,4,100
26,2363,2,56
26,2363,4,53
26,2364,2,126
26,2364,4,123
26,2365,2,87
26,2365,4,87
26,2366,2,40
26,2366,4,38
26,2367,2,48
26,2367,4,46
26,2368,2,120
26,2368,4,120
26,2369,2,54
26,2369,4,53
26,2370,2,86
26,2370,4,84
26,2371,2,62
26,2371,4,56
26,2372,2,96
26,2372,4,95
26,2376,2,22
26,2376,4,22
26,2377,2,22
26,2377,4,22
26,2378,2,17
26,2378,4,17
26,2379,2,21
26,2379,4,21
26,2380,2,27
26,2380,4,27
26,2381,2,22
26,2381,4,22
26,2382,2,24
26,2382,4,24
26,2383,2,4
26,2383,4,4
26,2384,2,22
26,2384,4,22
26,2385,2,21
26,2385,4,21
26,2386,2,15
26,2386,4,15
26,2387,2,22
26,2387,4,22
26,2388,2,13
26,2388,4,13
26,2389,2,67
26,2389,4,67
26,2391,2,37
26,2391,4,37
26,2392,2,17
26,2392,4,17
26,2395,2,22
26,2395,4,22
26,2396,2,25
26,2396,4,25
26,2397,2,22
26,2397,4,22
26,2398,2,22
26,2398,4,22
26,2399,2,22
26,2399,4,22
26,2400,2,22
26,2400,4,22
26,2404,2,1
26,2404,4,1
26,2418,2,2
26,2419,2,1
26,2420,2,1
26,2426,2,20
26,2426,4,7
26,2427,2,20
26,2428,2,22
26,2428,4,1
26,2429,2,38
26,2430,2,3
26,2431,2,1
26,2432,2,4
26,2435,2,4
26,2435,4,4
26,2436,2,1
26,2437,2,2
26,2438,2,1
26,2439,2,2
26,2441,2,2
26,2442,2,2
26,2443,2,2
26,2444,2,2
26,2445,2,1
26,2446,2,2
26,2447,2,2
26,2448,2,2
26,2451,2,3
26,2451,4,3
26,2452,2,3
26,2452,4,3
26,2453,2,66
26,2453,4,1
26,2454,2,2
26,2455,2,10
26,2455,4,10
26,2456,2,4
26,2457,2,27
26,2457,4,1
26,2458,2,2
26,2459,2,2
26,2460,2,12
26,2460,4,3
26,2476,2,13
26,2477,2,4
26,2478,2,8
26,2478,4,1
26,2480,2,19
26,2480,4,1
26,2483,2,18
26,2484,2,2
26,2484,4,2
26,2485,2,4
26,2486,2,14
26,2487,2,41
26,2488,2,12
26,2488,4,6
26,2489,2,21
26,2489,4,1
26,2490,2,12
26,2491,2,16
26,2492,2,9
26,2493,2,7
26,2494,2,8
26,2495,2,3
26,2496,2,23
26,2497,2,20
26,2497,4,7
26,2498,2,6
26,2499,2,47
26,2499,4,4
26,2500,2,32
26,2501,2,3
26,2502,2,22
26,2502,4,6
26,2503,2,5
26,2503,4,3
26,2504,2,8
26,2505,2,48
26,2505,4,10
26,2506,2,1
26,2507,2,54
26,2507,4,9
26,2508,2,17
26,2508,4,4
26,2509,2,13
26,2510,2,75
26,2510,4,18
26,2511,2,10
26,2526,2,2
26,2526,4,2
26,2528,2,2
26,2528,4,2
26,2529,2,4
26,2529,4,4
26,2530,2,1
26,2532,2,1
26,2533,2,1
26,2533,4,1
26,2534,2,2
26,2534,4,2
26,2536,2,1
26,2537,2,2
26,2537,4,2
26,2538,2,1
26,2538,4,1
26,2539,2,3
26,2539,4,3
26,2540,2,1
26,2540,4,1
26,2546,2,7
26,2547,2,13
26,2547,4,8
26,2548,2,11
26,2548,4,6
26,2549,2,5
26,2550,2,13
26,2551,2,9
26,2552,2,9
26,2553,2,9
26,2554,2,52
26,2554,4,1
26,2555,2,52
26,2555,4,1
26,2556,2,52
26,2556,4,1
26,2557,2,19
26,2558,2,19
26,2559,2,19
26,2560,2,19
26,2563,2,45
26,2577,2,2
26,2578,2,1
26,2579,2,22
26,2580,2,8
26,2581,2,2
26,2581,4,1
26,2583,2,15
26,2585,2,11
26,2586,2,15
26,2627,2,1
26,2627,4,1
26,2630,2,2
26,2630,4,1
26,2651,2,1
26,2651,4,1
26,2652,2,1
26,2652,4,1
26,2657,2,1
26,2684,2,1
26,2684,4,1
26,2802,2,1
26,2803,2,1
26,2807,2,8
26,2807,4,8
26,2809,2,5
26,2809,4,5
26,2810,2,1
26,2811,2,2
26,2811,4,2
26,2812,2,2
26,2814,2,25
26,2815,2,14
26,2829,2,1
26,2886,2,2
26,2886,4,1
26,2895,2,1
26,2895,4,1
26,2907,2,1
26,2907,4,1
26,2908,2,1
26,3059,2,3
26,3060,2,3
26,3061,2,3
26,3062,2,3
26,3063,2,3
26,3064,2,3
26,3065,2,3
26,3066,2,3
26,3067,2,3
26,3068,2,3
26,3069,2,3
26,3070,2,3
26,3071,2,3
26,3072,2,3
26,3073,2,3
26,3074,2,3
26,3075,2,3
26,3076,2,3
26,3077,2,3
26,3078,2,3
26,3079,2,3
26,3080,2,3
26,3081,2,3
26,3082,2,3
26,3083,2,3
26,3084,2,3
26,3085,2,3
26,3087,2,3
26,3091,2,3
26,3092,2,3
26,3172,2,1
26,3172,4,1
26,3173,2,1
26,3173,4,1
26,3174,2,1
26,3174,4,1
26,3181,2,1
26,3181,4,1
26,3210,2,3
26,3220,2,3
26,3248,2,3
26,3254,2,3
26,3297,2,3
26,3305,2,3
26,3334,2,3
26,3339,2,3
26,3359,2,1
26,3359,4,1
26,3360,2,1
26,3364,2,12
26,3364,4,12
26,3368,2,3
26,3370,2,1
26,3370,4,1
26,3377,2,1
26,3377,4,1
26,3446,2,1
26,3446,4,1
26,3456,2,1
26,3456,4,1
26,3586,2,1
26,3586,4,1
26,3678,2,1
26,3680,2,41
26,3682,2,1
26,3696,2,2
26,3696,4,2
26,3704,2,2
26,3704,4,2
57,0,2,76
57,0,4,22
57,1,2,2
57,2,2,13
57,3,2,16
57,5,2,9
57,6,2,74
57,6,4,2
57,7,2,53
57,8,2,9
57,8,4,2
57,10,2,1
57,10,4,1
57,11,2,1
57,12,2,15
57,13,2,4
57,13,4,1
57,14,2,3
57,16,2,5
57,16,4,5
57,17,2,56
57,17,4,54
57,18,2,2
57,19,2,3
57,21,2,6
57,25,2,12
57,25,4,1
57,26,2,1
57,27,2,2
57,29,2,7
57,29,4,1
57,30,2,4
57,32,2,985
57,32,4,9
57,33,2,10
57,33,4,7
57,34,2,8
57,35,2,2
57,35,4,1
57,42,2,994
57,52,2,68
57,52,4,68
57,53,2,2
57,54,2,8
57,54,4,2
57,58,2,36
57,58,4,36
57,59,2,2
57,61,2,2
57,61,4,2
57,64,2,5
57,66,2,1
57,66,4,1
57,67,2,1
57,67,4,1
57,68,2,29
57,68,4,25
57,69,2,16
57,69,4,16
57,70,2,23
57,70,4,21
57,71,2,23
57,71,4,21
57,72,2,14
57,72,4,14
57,73,2,22
57,73,4,22
57,74,2,24
57,74,4,24
57,75,2,24
57,75,4,21
57,76,2,21
57,76,4,21
57,77,2,16
57,77,4,13
57,78,2,22
57,78,4,21
57,79,2,23
57,79,4,22
57,80,2,22
57,80,4,22
57,81,2,23
57,81,4,21
57,82,2,15
57,82,4,14
57,83,2,21
57,83,4,20
57,84,2,17
57,84,4,14
57,85,2,28
57,85,4,28
57,86,2,18
57,86,4,15
57,87,2,14
57,87,4,14
57,88,2,26
57,88,4,21
57,89,2,15
57,89,4,15
57,90,2,17
57,90,4,14
57,91,2,16
57,91,4,15
57,92,2,19
57,92,4,19
57,93,2,15
57,93,4,15
57,94,2,16
57,94,4,13
57,95,2,20
57,95,4,20
57,96,2,37
57,96,4,24
57,97,2,15
57,97,4,15
57,98,2,21
57,98,4,21
57,99,2,23
57,99,4,21
57,100,2,20
57,100,4,20
57,101,2,19
57,101,4,18
57,102,2,22
57,102,4,22
57,103,2,23
57,103,4,23
57,104,2,20
57,104,4,20
57,105,2,23
57,105,4,22
57,106,2,14
57,106,4,14
57,107,2,16
57,107,4,14
57,108,2,15
57,108,4,15
57,109,2,22
57,109,4,22
57,110,2,22
57,110,4,22
57,111,2,20
57,111,4,20
57,112,2,21
57,112,4,21
57,113,2,20
57,113,4,20
57,114,2,22
57,114,4,20
57,115,2,1
57,115,4,1
57,116,2,20
57,116,4,20
57,117,2,22
57,117,4,20
57,118,2,21
57,118,4,20
57,119,2,20
57,119,4,20
57,120,2,23
57,120,4,21
57,121,2,21
57,121,4,20
57,122,2,21
57,122,4,21
57,123,2,20
57,123,4,20
57,124,2,22
57,124,4,21
57,125,2,21
57,125,4,21
57,126,2,22
57,126,4,22
57,127,2,20
57,127,4,20
57,128,2,21
57,128,4,21
57,129,2,22
57,129,4,22
57,130,2,20
57,130,4,20
57,131,2,20
57,131,4,20
57,132,2,1
57,132,4,1
57,133,2,1
57,133,4,1
57,134,2,20
57,134,4,20
57,135,2,20
57,135,4,20
57,136,2,20
57,136,4,20
57,137,2,23
57,137,4,23
57,138,2,20
57,138,4,20
57,139,2,20
57,139,4,20
57,140,2,19
57,140,4,19
57,141,2,20
57,141,4,20
57,142,2,20
57,142,4,20
57,143,2,20
57,143,4,20
57,144,2,21
57,144,4,21
57,145,2,21
57,145,4,21
57,146,2,20
57,146,4,20
57,147,2,21
57,147,4,21
57,148,2,20
57,148,4,20
57,149,2,21
57,149,4,21
57,150,2,21
57,150,4,21
57,152,2,20
57,152,4,19
57,153,2,19
57,153,4,19
57,154,2,20
57,154,4,19
57,155,2,20
57,155,4,19
57,156,2,20
57,156,4,20
57,157,2,20
57,157,4,20
57,158,2,20
57,158,4,20
57,159,2,20
57,159,4,20
57,160,2,20
57,160,4,20
57,161,2,19
57,161,4,19
57,162,2,1
57,162,4,1
57,163,2,2
57,163,4,2
57,164,2,1
57,164,4,1
57,165,2,1
57,165,4,1
57,166,2,1
57,166,4,1
57,167,2,1
57,167,4,1
57,168,2,20
57,168,4,20
57,169,2,9
57,169,4,9
57,170,2,1
57,170,4,1
57,171,2,1
57,171,4,1
57,172,2,1
57,172,4,1
57,173,2,1
57,173,4,1
57,174,2,1
57,174,4,1
57,175,2,1
57,175,4,1
57,176,2,1
57,176,4,1
57,177,2,1
57,177,4,1
57,178,2,1
57,178,4,1
57,179,2,1
57,179,4,1
57,180,2,1
57,180,4,1
57,181,2,1
57,181,4,1
57,182,2,1
57,182,4,1
57,189,2,1
57,189,4,1
57,192,2,10
57,192,4,10
57,204,2,21
57,204,4,21
57,206,2,3
57,206,4,3
57,207,2,22
57,207,4,21
57,208,2,14
57,208,4,14
57,209,2,18
57,209,4,18
57,211,2,1
57,211,4,1
57,212,2,13
57,212,4,13
57,213,2,14
57,213,4,13
57,214,2,1
57,214,4,1
57,215,2,28
57,215,4,23
57,216,2,22
57,216,4,21
57,217,2,25
57,217,4,21
57,218,2,23
57,218,4,22
57,219,2,23
57,219,4,23
57,220,2,21
57,220,4,21
57,221,2,24
57,221,4,24
57,222,2,24
57,222,4,24
57,223,2,21
57,223,4,21
57,224,2,3
57,224,4,3
57,225,2,23
57,225,4,23
57,226,2,22
57,226,4,20
57,227,2,22
57,227,4,22
57,228,2,21
57,228,4,21
57,229,2,22
57,229,4,22
57,230,2,22
57,230,4,22
57,231,2,18
57,231,4,18
57,232,2,22
57,232,4,22
57,233,2,22
57,233,4,22
57,234,2,39
57,234,4,34
57,235,2,23
57,235,4,23
57,236,2,1
57,236,4,1
57,237,2,21
57,237,4,21
57,239,2,20
57,239,4,20
57,240,2,20
57,240,4,20
57,242,2,25
57,242,4,23
57,243,2,20
57,243,4,20
57,244,2,24
57,244,4,22
57,245,2,25
57,245,4,25
57,246,2,21
57,246,4,21
57,247,2,15
57,247,4,15
57,248,2,15
57,248,4,15
57,250,2,21
57,250,4,21
57,251,2,21
57,251,4,21
57,252,2,21
57,252,4,21
57,253,2,2
57,253,4,2
57,254,2,20
57,254,4,20
57,255,2,21
57,255,4,21
57,258,2,22
57,258,4,22
57,263,2,22
57,263,4,22
57,264,2,21
57,264,4,21
57,926,2,2
57,926,4,2
57,932,2,2
57,932,4,2
57,940,2,4
57,940,4,4
57,950,2,1
57,950,4,1
57,960,2,4
57,960,4,4
57,979,2,4
57,979,4,4
57,990,2,4
57,990,4,4
57,1000,2,4
57,1000,4,4
57,1010,2,4
57,1010,4,4
57,1020,2,4
57,1020,4,4
57,1040,2,4
57,1040,4,4
57,1049,2,3
57,1049,4,3
57,1060,2,4
57,1060,4,4
57,1070,2,4
57,1070,4,4
57,1089,2,4
57,1089,4,4
57,1109,2,4
57,1109,4,4
57,1120,2,4
57,1120,4,4
57,1129,2,1
57,1129,4,1
57,1134,2,3
57,1134,4,3
57,1139,2,1
57,1139,4,1
57,1150,2,4
57,1150,4,4
57,1170,2,4
57,1170,4,4
57,1180,2,4
57,1180,4,4
57,1190,2,4
57,1190,4,4
57,1210,2,4
57,1210,4,4
57,1230,2,4
57,1230,4,4
57,1240,2,4
57,1240,4,4
57,1250,2,4
57,1250,4,4
57,1259,2,1
57,1259,4,1
57,1269,2,1
57,1269,4,1
57,1289,2,1
57,1289,4,1
57,1300,2,4
57,1300,4,4
57,1320,2,1
57,1320,4,1
57,1329,2,10
57,1329,4,10
57,1350,2,4
57,1350,4,4
57,1379,2,4
57,1379,4,4
57,1380,2,1
57,1380,4,1
57,1390,2,2
57,1390,4,2
57,1410,2,2
57,1410,4,2
57,1420,2,2
57,1420,4,2
57,1430,2,2
57,1430,4,2
57,1440,2,4
57,1440,4,4
57,1450,2,2
57,1450,4,2
57,1460,2,1
57,1460,4,1
57,1470,2,2
57,1470,4,2
57,1490,2,2
57,1490,4,2
57,1500,2,2
57,1500,4,2
57,1510,2,2
57,1510,4,2
57,1520,2,2
57,1520,4,2
57,1529,2,2
57,1529,4,2
57,1590,2,2
57,1590,4,2
57,1619,2,8
57,1619,4,8
57,1630,2,2
57,1630,4,2
57,1640,2,2
57,1640,4,2
57,1900,2,1
57,1900,4,1
57,1920,2,1
57,1920,4,1
57,1959,2,1
57,1959,4,1
57,1980,2,4
57,1980,4,4
57,1990,2,4
57,1990,4,4
57,2000,2,4
57,2000,4,4
57,2009,2,4
57,2009,4,4
57,2020,2,4
57,2020,4,4
57,2030,2,4
57,2030,4,4
57,2040,2,4
57,2040,4,4
57,2050,2,4
57,2050,4,4
57,2059,2,1
57,2059,4,1
57,2070,2,4
57,2070,4,4
57,2080,2,4
57,2080,4,4
57,2090,2,4
57,2090,4,4
57,2100,2,4
57,2100,4,4
57,2110,2,4
57,2110,4,4
57,2130,2,4
57,2130,4,4
57,2140,2,4
57,2140,4,4
57,2150,2,4
57,2150,4,4
57,2160,2,4
57,2160,4,4
57,2180,2,4
57,2180,4,4
57,2190,2,4
57,2190,4,4
57,2200,2,4
57,2200,4,4
57,2210,2,4
57,2210,4,4
57,2220,2,4
57,2220,4,4
57,2249,2,9
57,2254,2,1
57,2264,2,1
57,2265,2,2
57,2266,2,1
57,2267,2,4
57,2304,2,3
57,2305,2,1
57,2306,2,2
57,2313,2,1
57,2314,2,1
57,2316,2,5
57,2317,2,1
57,2321,2,3
57,2326,2,16
57,2326,4,16
57,2327,2,16
57,2327,4,16
57,2328,2,11
57,2328,4,11
57,2329,2,10
57,2329,4,10
57,2330,2,11
57,2330,4,11
57,2331,2,10
57,2331,4,10
57,2332,2,12
57,2332,4,12
57,2333,2,10
57,2333,4,10
57,2334,2,16
57,2334,4,16
57,2335,2,11
57,2335,4,11
57,2336,2,13
57,2336,4,13
57,2337,2,16
57,2337,4,16
57,2338,2,14
57,2338,4,14
57,2339,2,10
57,2339,4,10
57,2340,2,12
57,2340,4,12
57,2341,2,10
57,2341,4,10
57,2342,2,11
57,2342,4,11
57,2343,2,8
57,2343,4,8
57,2344,2,10
57,2344,4,10
57,2345,2,10
57,2345,4,10
57,2346,2,11
57,2346,4,11
57,2348,2,16
57,2348,4,16
57,2349,2,16
57,2349,4,16
57,2350,2,16
57,2350,4,16
57,2353,2,52
57,2353,4,52
57,2354,2,39
57,2354,4,38
57,2355,2,31
57,2355,4,31
57,2356,2,85
57,2356,4,85
57,2357,2,57
57,2357,4,56
57,2358,2,81
57,2358,4,79
57,2360,2,116
57,2360,4,112
57,2361,2,57
57,2361,4,53
57,2363,2,63
57,2363,4,54
57,2364,2,52
57,2364,4,51
57,2365,2,47
57,2365,4,46
57,2366,2,51
57,2366,4,51
57,2367,2,43
57,2367,4,42
57,2368,2,57
57,2368,4,56
57,2369,2,40
57,2369,4,40
57,2370,2,98
57,2370,4,87
57,2371,2,71
57,2371,4,69
57,2372,2,39
57,2372,4,39
57,2378,2,2
57,2378,4,2
57,2379,2,2
57,2379,4,2
57,2385,2,1
57,2385,4,1
57,2389,2,43
57,2389,4,43
57,2391,2,33
57,2391,4,33
57,2405,2,1
57,2405,4,1
57,2414,2,1
57,2426,2,21
57,2426,4,2
57,2427,2,13
57,2428,2,11
57,2428,4,3
57,2429,2,18
57,2429,4,3
57,2430,2,4
57,2430,4,1
57,2431,2,2
57,2431,4,1
57,2432,2,2
57,2432,4,1
57,2433,2,2
57,2433,4,1
57,2434,2,3
57,2434,4,1
57,2435,2,2
57,2435,4,1
57,2436,2,1
57,2436,4,1
57,2439,2,3
57,2441,2,1
57,2441,4,1
57,2447,2,1
57,2453,2,2
57,2454,2,2
57,2456,2,16
57,2456,4,7
57,2458,2,2
57,2460,2,10
57,2476,2,2
57,2477,2,3
57,2478,2,4
57,2480,2,3
57,2483,2,9
57,2486,2,4
57,2488,2,2
57,2488,4,1
57,2489,2,4
57,2490,2,13
57,2491,2,8
57,2492,2,6
57,2492,4,6
57,2493,2,17
57,2494,2,2
57,2495,2,3
57,2496,2,6
57,2496,4,1
57,2497,2,2
57,2498,2,1
57,2499,2,4
57,2501,2,7
57,2501,4,7
57,2502,2,15
57,2502,4,1
57,2503,2,2
57,2504,2,14
57,2504,4,8
57,2505,2,22
57,2508,2,6
57,2509,2,9
57,2510,2,12
57,2526,2,5
57,2529,2,2
57,2529,4,2
57,2531,2,2
57,2531,4,2
57,2533,2,2
57,2534,2,1
57,2534,4,1
57,2537,2,1
57,2540,2,2
57,2540,4,2
57,2546,2,2
57,2548,2,2
57,2549,2,4
57,2550,2,4
57,2551,2,8
57,2552,2,8
57,2553,2,8
57,2554,2,19
57,2555,2,19
57,2556,2,19
57,2557,2,92
57,2558,2,92
57,2559,2,92
57,2560,2,92
57,2578,2,13
57,2578,4,9
57,2580,2,7
57,2581,2,1
57,2585,2,1
57,2586,2,11
57,2586,4,11
57,2634,2,1
57,2803,2,1
57,2809,2,2
57,2814,2,1
57,2815,2,1
57,2817,2,1
57,2818,2,1
57,2819,2,1
57,2820,2,1
57,2821,2,1
57,2822,2,1
57,2823,2,1
57,2824,2,1
57,2825,2,1
